SampleNo,SampleCollectionDate,LandArea,Irrigation,Longitude,Latitude,pH,EC,Organic Carbon (OC),Available Nitrogen (N),Available Phosphorus (P),Available Potassium (K),Available Sulphur (S),Available Zinc (Zn),Available Boron (B),Available Iron (Fe),Available Manganese (Mn),Available Copper (Cu)
PB/2018-19/95562090/2,25-05-2018,4.00  Acre,Irrigated(Tube well),31.784050,74.628020,7.44 : Moderately alkaline,0.13 dS/m: ,0.36 %: Low,-- kg/ha: ,40.88 kg/ha: Medium,525.73 kg/ha: High,58.34 ppm: Sufficient,0.66 ppm: Sufficient,-- ppm: ,4.84 ppm: Sufficient,2.35 ppm: Sufficient,1.29 ppm: Sufficient
PB/2018-19/95562090/1,25-05-2018,4.00  Acre,Irrigated(Tube well),31.784050,74.628020,7.44 : Moderately alkaline,0.13 dS/m: ,0.36 %: Low,-- kg/ha: ,40.88 kg/ha: Medium,525.73 kg/ha: High,58.34 ppm: Sufficient,0.66 ppm: Sufficient,-- ppm: ,4.84 ppm: Sufficient,2.35 ppm: Sufficient,1.29 ppm: Sufficient
PB/2018-19/95562103/2,25-05-2018,3.00  Acre,Irrigated(Tube well),31.784720,74.630270,7.55 : Moderately alkaline,0.25 dS/m: ,0.39 %: Low,-- kg/ha: ,21.11 kg/ha: Low,894.43 kg/ha: Very High,25.80 ppm: Sufficient,0.70 ppm: Sufficient,-- ppm: ,6.06 ppm: Sufficient,1.13 ppm: Deficient,1.48 ppm: Sufficient
PB/2018-19/95562103/1,25-05-2018,3.00  Acre,Irrigated(Tube well),31.784720,74.630270,7.55 : Moderately alkaline,0.25 dS/m: ,0.39 %: Low,-- kg/ha: ,21.11 kg/ha: Low,894.43 kg/ha: Very High,25.80 ppm: Sufficient,0.70 ppm: Sufficient,-- ppm: ,6.06 ppm: Sufficient,1.13 ppm: Deficient,1.48 ppm: Sufficient
PB/2018-19/95562117/2,25-05-2018,3.00  Acre,Irrigated(Tube well),31.786130,74.630290,7.51 : Moderately alkaline,0.12 dS/m: ,0.41 %: Low,-- kg/ha: ,17.80 kg/ha: Low,399.84 kg/ha: High,21.10 ppm: Sufficient,0.52 ppm: Deficient,-- ppm: ,6.72 ppm: Sufficient,1.50 ppm: Deficient,1.09 ppm: Sufficient
PB/2018-19/95562117/1,25-05-2018,3.00  Acre,Irrigated(Tube well),31.786130,74.630290,7.51 : Moderately alkaline,0.12 dS/m: ,0.41 %: Low,-- kg/ha: ,17.80 kg/ha: Low,399.84 kg/ha: High,21.10 ppm: Sufficient,0.52 ppm: Deficient,-- ppm: ,6.72 ppm: Sufficient,1.50 ppm: Deficient,1.09 ppm: Sufficient
PB/2018-19/95562134/2,25-05-2018,2.50  Acre,Irrigated(Tube well),31.787910,74.630300,7.69 : Moderately alkaline,0.37 dS/m: ,0.35 %: Low,-- kg/ha: ,16.50 kg/ha: Low,310.24 kg/ha: Medium,18.15 ppm: Sufficient,0.46 ppm: Deficient,-- ppm: ,4.85 ppm: Sufficient,1.12 ppm: Deficient,0.74 ppm: Sufficient
PB/2018-19/95562134/1,25-05-2018,2.50  Acre,Irrigated(Tube well),31.787910,74.630300,7.69 : Moderately alkaline,0.37 dS/m: ,0.35 %: Low,-- kg/ha: ,16.50 kg/ha: Low,310.24 kg/ha: Medium,18.15 ppm: Sufficient,0.46 ppm: Deficient,-- ppm: ,4.85 ppm: Sufficient,1.12 ppm: Deficient,0.74 ppm: Sufficient
PB/2018-19/95562150/2,25-05-2018,1.00  Acre,Irrigated(Tube well),31.788700,74.632270,7.55 : Moderately alkaline,0.15 dS/m: ,0.39 %: Low,-- kg/ha: ,17.28 kg/ha: Low,268.13 kg/ha: Medium,18.22 ppm: Sufficient,0.43 ppm: Deficient,-- ppm: ,4.90 ppm: Sufficient,1.33 ppm: Deficient,0.57 ppm: Sufficient
PB/2018-19/95562150/3,25-05-2018,1.00  Acre,Irrigated(Tube well),31.788700,74.632270,7.55 : Moderately alkaline,0.15 dS/m: ,0.39 %: Low,-- kg/ha: ,17.28 kg/ha: Low,268.13 kg/ha: Medium,18.22 ppm: Sufficient,0.43 ppm: Deficient,-- ppm: ,4.90 ppm: Sufficient,1.33 ppm: Deficient,0.57 ppm: Sufficient
PB/2018-19/95562150/1,25-05-2018,1.00  Acre,Irrigated(Tube well),31.788700,74.632270,7.55 : Moderately alkaline,0.15 dS/m: ,0.39 %: Low,-- kg/ha: ,17.28 kg/ha: Low,268.13 kg/ha: Medium,18.22 ppm: Sufficient,0.43 ppm: Deficient,-- ppm: ,4.90 ppm: Sufficient,1.33 ppm: Deficient,0.57 ppm: Sufficient
PB/2018-19/95562164/2,25-05-2018,3.00  Acre,Irrigated(Tube well),31.789960,74.632200,7.74 : Moderately alkaline,0.13 dS/m: ,0.44 %: Low,-- kg/ha: ,14.39 kg/ha: Low,214.70 kg/ha: Medium,14.42 ppm: Sufficient,0.39 ppm: Deficient,-- ppm: ,9.39 ppm: Sufficient,1.53 ppm: Deficient,1.11 ppm: Sufficient
PB/2018-19/95562164/1,25-05-2018,3.00  Acre,Irrigated(Tube well),31.789960,74.632200,7.74 : Moderately alkaline,0.13 dS/m: ,0.44 %: Low,-- kg/ha: ,14.39 kg/ha: Low,214.70 kg/ha: Medium,14.42 ppm: Sufficient,0.39 ppm: Deficient,-- ppm: ,9.39 ppm: Sufficient,1.53 ppm: Deficient,1.11 ppm: Sufficient
PB/2018-19/95562181/2,25-05-2018,3.00  Acre,Irrigated(Tube well),31.789900,74.631320,7.44 : Moderately alkaline,0.33 dS/m: ,0.41 %: Low,-- kg/ha: ,14.70 kg/ha: Low,270.82 kg/ha: Medium,18.68 ppm: Sufficient,0.44 ppm: Deficient,-- ppm: ,5.21 ppm: Sufficient,1.24 ppm: Deficient,0.69 ppm: Sufficient
PB/2018-19/95562181/1,25-05-2018,3.00  Acre,Irrigated(Tube well),31.789900,74.631320,7.44 : Moderately alkaline,0.33 dS/m: ,0.41 %: Low,-- kg/ha: ,14.70 kg/ha: Low,270.82 kg/ha: Medium,18.68 ppm: Sufficient,0.44 ppm: Deficient,-- ppm: ,5.21 ppm: Sufficient,1.24 ppm: Deficient,0.69 ppm: Sufficient
PB/2018-19/95562202/2,25-05-2018,1.00  Acre,Irrigated(Tube well),31.789970,74.634900,7.56 : Moderately alkaline,0.25 dS/m: ,0.45 %: Low,-- kg/ha: ,17.95 kg/ha: Low,254.69 kg/ha: Medium,19.70 ppm: Sufficient,0.38 ppm: Deficient,-- ppm: ,4.96 ppm: Sufficient,1.50 ppm: Deficient,0.56 ppm: Sufficient
PB/2018-19/95562202/3,25-05-2018,1.00  Acre,Irrigated(Tube well),31.789970,74.634900,7.56 : Moderately alkaline,0.25 dS/m: ,0.45 %: Low,-- kg/ha: ,17.95 kg/ha: Low,254.69 kg/ha: Medium,19.70 ppm: Sufficient,0.38 ppm: Deficient,-- ppm: ,4.96 ppm: Sufficient,1.50 ppm: Deficient,0.56 ppm: Sufficient
PB/2018-19/95562202/1,25-05-2018,1.00  Acre,Irrigated(Tube well),31.789970,74.634900,7.56 : Moderately alkaline,0.25 dS/m: ,0.45 %: Low,-- kg/ha: ,17.95 kg/ha: Low,254.69 kg/ha: Medium,19.70 ppm: Sufficient,0.38 ppm: Deficient,-- ppm: ,4.96 ppm: Sufficient,1.50 ppm: Deficient,0.56 ppm: Sufficient
PB/2018-19/95562242/2,25-05-2018,2.00  Acre,Irrigated(Tube well),31.786020,74.633350,7.11 : Moderately alkaline,0.23 dS/m: ,0.44 %: Low,-- kg/ha: ,13.83 kg/ha: Low,176.74 kg/ha: Medium,12.76 ppm: Sufficient,0.57 ppm: Deficient,-- ppm: ,4.82 ppm: Sufficient,0.77 ppm: Deficient,0.69 ppm: Sufficient
PB/2018-19/95562242/3,25-05-2018,2.00  Acre,Irrigated(Tube well),31.786020,74.633350,7.11 : Moderately alkaline,0.23 dS/m: ,0.44 %: Low,-- kg/ha: ,13.83 kg/ha: Low,176.74 kg/ha: Medium,12.76 ppm: Sufficient,0.57 ppm: Deficient,-- ppm: ,4.82 ppm: Sufficient,0.77 ppm: Deficient,0.69 ppm: Sufficient
PB/2018-19/95562242/1,25-05-2018,2.00  Acre,Irrigated(Tube well),31.786020,74.633350,7.11 : Moderately alkaline,0.23 dS/m: ,0.44 %: Low,-- kg/ha: ,13.83 kg/ha: Low,176.74 kg/ha: Medium,12.76 ppm: Sufficient,0.57 ppm: Deficient,-- ppm: ,4.82 ppm: Sufficient,0.77 ppm: Deficient,0.69 ppm: Sufficient
PB/2018-19/95562259/2,25-05-2018,1.00  Acre,Irrigated(Tube well),31.784490,74.633600,7.53 : Moderately alkaline,0.13 dS/m: ,0.40 %: Low,-- kg/ha: ,15.10 kg/ha: Low,178.53 kg/ha: Medium,15.97 ppm: Sufficient,0.51 ppm: Deficient,-- ppm: ,6.14 ppm: Sufficient,1.14 ppm: Deficient,0.89 ppm: Sufficient
PB/2018-19/95562259/3,25-05-2018,1.00  Acre,Irrigated(Tube well),31.784490,74.633600,7.53 : Moderately alkaline,0.13 dS/m: ,0.40 %: Low,-- kg/ha: ,15.10 kg/ha: Low,178.53 kg/ha: Medium,15.97 ppm: Sufficient,0.51 ppm: Deficient,-- ppm: ,6.14 ppm: Sufficient,1.14 ppm: Deficient,0.89 ppm: Sufficient
PB/2018-19/95562259/1,25-05-2018,1.00  Acre,Irrigated(Tube well),31.784490,74.633600,7.53 : Moderately alkaline,0.13 dS/m: ,0.40 %: Low,-- kg/ha: ,15.10 kg/ha: Low,178.53 kg/ha: Medium,15.97 ppm: Sufficient,0.51 ppm: Deficient,-- ppm: ,6.14 ppm: Sufficient,1.14 ppm: Deficient,0.89 ppm: Sufficient
PB/2018-19/95562271/2,25-05-2018,2.00  Acre,Irrigated(Tube well),31.784720,74.635030,7.58 : Moderately alkaline,0.16 dS/m: ,0.44 %: Low,-- kg/ha: ,15.14 kg/ha: Low,200.39 kg/ha: Medium,15.87 ppm: Sufficient,0.42 ppm: Deficient,-- ppm: ,6.70 ppm: Sufficient,1.17 ppm: Deficient,0.94 ppm: Sufficient
PB/2018-19/95562271/1,25-05-2018,2.00  Acre,Irrigated(Tube well),31.784720,74.635030,7.58 : Moderately alkaline,0.16 dS/m: ,0.44 %: Low,-- kg/ha: ,15.14 kg/ha: Low,200.39 kg/ha: Medium,15.87 ppm: Sufficient,0.42 ppm: Deficient,-- ppm: ,6.70 ppm: Sufficient,1.17 ppm: Deficient,0.94 ppm: Sufficient
PB/2018-19/95562280/2,25-05-2018,2.00  Acre,Irrigated(Tube well),31.780030,74.615920,7.58 : Moderately alkaline,0.25 dS/m: ,0.35 %: Low,-- kg/ha: ,19.20 kg/ha: Low,284.03 kg/ha: Medium,18.86 ppm: Sufficient,0.46 ppm: Deficient,-- ppm: ,5.10 ppm: Sufficient,1.13 ppm: Deficient,0.63 ppm: Sufficient
PB/2018-19/95562280/1,25-05-2018,2.00  Acre,Irrigated(Tube well),31.780030,74.615920,7.58 : Moderately alkaline,0.25 dS/m: ,0.35 %: Low,-- kg/ha: ,19.20 kg/ha: Low,284.03 kg/ha: Medium,18.86 ppm: Sufficient,0.46 ppm: Deficient,-- ppm: ,5.10 ppm: Sufficient,1.13 ppm: Deficient,0.63 ppm: Sufficient
PB/2018-19/95562290/2,25-05-2018,2.00  Acre,Irrigated(Tube well),31.780560,74.618190,7.26 : Moderately alkaline,0.25 dS/m: ,0.44 %: Low,-- kg/ha: ,22.32 kg/ha: Low,632.80 kg/ha: High,25.86 ppm: Sufficient,0.45 ppm: Deficient,-- ppm: ,6.31 ppm: Sufficient,1.60 ppm: Deficient,1.11 ppm: Sufficient
PB/2018-19/95562290/1,25-05-2018,2.00  Acre,Irrigated(Tube well),31.780560,74.618190,7.26 : Moderately alkaline,0.25 dS/m: ,0.44 %: Low,-- kg/ha: ,22.32 kg/ha: Low,632.80 kg/ha: High,25.86 ppm: Sufficient,0.45 ppm: Deficient,-- ppm: ,6.31 ppm: Sufficient,1.60 ppm: Deficient,1.11 ppm: Sufficient
PB/2018-19/95562297/2,25-05-2018,3.00  Acre,Irrigated(Tube well),31.781800,74.618390,7.89 : Moderately alkaline,0.25 dS/m: ,0.40 %: Low,-- kg/ha: ,32.10 kg/ha: Medium,500.86 kg/ha: High,38.41 ppm: Sufficient,0.53 ppm: Deficient,-- ppm: ,5.00 ppm: Sufficient,1.59 ppm: Deficient,0.82 ppm: Sufficient
PB/2018-19/95562297/1,25-05-2018,3.00  Acre,Irrigated(Tube well),31.781800,74.618390,7.89 : Moderately alkaline,0.25 dS/m: ,0.40 %: Low,-- kg/ha: ,32.10 kg/ha: Medium,500.86 kg/ha: High,38.41 ppm: Sufficient,0.53 ppm: Deficient,-- ppm: ,5.00 ppm: Sufficient,1.59 ppm: Deficient,0.82 ppm: Sufficient
PB/2018-19/95562310/2,25-05-2018,2.00  Acre,Irrigated(Tube well),31.781880,74.621570,7.44 : Moderately alkaline,0.25 dS/m: ,0.44 %: Low,-- kg/ha: ,19.01 kg/ha: Low,353.47 kg/ha: High,21.58 ppm: Sufficient,0.46 ppm: Deficient,-- ppm: ,5.22 ppm: Sufficient,1.05 ppm: Deficient,0.72 ppm: Sufficient
PB/2018-19/95562310/1,25-05-2018,2.00  Acre,Irrigated(Tube well),31.781880,74.621570,7.44 : Moderately alkaline,0.25 dS/m: ,0.44 %: Low,-- kg/ha: ,19.01 kg/ha: Low,353.47 kg/ha: High,21.58 ppm: Sufficient,0.46 ppm: Deficient,-- ppm: ,5.22 ppm: Sufficient,1.05 ppm: Deficient,0.72 ppm: Sufficient
PB/2018-19/95562317/2,25-05-2018,1.50  Acre,Irrigated(Tube well),31.780640,74.623500,7.65 : Moderately alkaline,0.21 dS/m: ,0.39 %: Low,-- kg/ha: ,20.07 kg/ha: Low,348.77 kg/ha: High,21.63 ppm: Sufficient,0.53 ppm: Deficient,-- ppm: ,7.11 ppm: Sufficient,1.37 ppm: Deficient,1.09 ppm: Sufficient
PB/2018-19/95562317/3,25-05-2018,1.50  Acre,Irrigated(Tube well),31.780640,74.623500,7.65 : Moderately alkaline,0.21 dS/m: ,0.39 %: Low,-- kg/ha: ,20.07 kg/ha: Low,348.77 kg/ha: High,21.63 ppm: Sufficient,0.53 ppm: Deficient,-- ppm: ,7.11 ppm: Sufficient,1.37 ppm: Deficient,1.09 ppm: Sufficient
PB/2018-19/95562317/1,25-05-2018,1.50  Acre,Irrigated(Tube well),31.780640,74.623500,7.65 : Moderately alkaline,0.21 dS/m: ,0.39 %: Low,-- kg/ha: ,20.07 kg/ha: Low,348.77 kg/ha: High,21.63 ppm: Sufficient,0.53 ppm: Deficient,-- ppm: ,7.11 ppm: Sufficient,1.37 ppm: Deficient,1.09 ppm: Sufficient
PB/2018-19/95562326/2,25-05-2018,3.00  Acre,Irrigated(Tube well),31.779960,74.621630,7.25 : Moderately alkaline,0.30 dS/m: ,0.35 %: Low,-- kg/ha: ,16.67 kg/ha: Low,325.25 kg/ha: Medium,19.39 ppm: Sufficient,0.52 ppm: Deficient,-- ppm: ,6.51 ppm: Sufficient,1.30 ppm: Deficient,0.96 ppm: Sufficient
PB/2018-19/95562326/3,25-05-2018,3.00  Acre,Irrigated(Tube well),31.779960,74.621630,7.25 : Moderately alkaline,0.30 dS/m: ,0.35 %: Low,-- kg/ha: ,16.67 kg/ha: Low,325.25 kg/ha: Medium,19.39 ppm: Sufficient,0.52 ppm: Deficient,-- ppm: ,6.51 ppm: Sufficient,1.30 ppm: Deficient,0.96 ppm: Sufficient
PB/2018-19/95562326/1,25-05-2018,3.00  Acre,Irrigated(Tube well),31.779960,74.621630,7.25 : Moderately alkaline,0.30 dS/m: ,0.35 %: Low,-- kg/ha: ,16.67 kg/ha: Low,325.25 kg/ha: Medium,19.39 ppm: Sufficient,0.52 ppm: Deficient,-- ppm: ,6.51 ppm: Sufficient,1.30 ppm: Deficient,0.96 ppm: Sufficient
PB/2018-19/95562338/2,25-05-2018,2.00  Acre,Irrigated(Tube well),31.778650,74.621450,7.12 : Moderately alkaline,0.20 dS/m: ,0.44 %: Low,-- kg/ha: ,16.19 kg/ha: Low,254.02 kg/ha: Medium,17.45 ppm: Sufficient,0.45 ppm: Deficient,-- ppm: ,6.62 ppm: Sufficient,1.09 ppm: Deficient,0.79 ppm: Sufficient
PB/2018-19/95562338/1,25-05-2018,2.00  Acre,Irrigated(Tube well),31.778650,74.621450,7.12 : Moderately alkaline,0.20 dS/m: ,0.44 %: Low,-- kg/ha: ,16.19 kg/ha: Low,254.02 kg/ha: Medium,17.45 ppm: Sufficient,0.45 ppm: Deficient,-- ppm: ,6.62 ppm: Sufficient,1.09 ppm: Deficient,0.79 ppm: Sufficient
PB/2018-19/95562347/1,25-05-2018,3.00  Acre,Irrigated(Tube well),31.778800,74.623870,7.22 : Moderately alkaline,0.25 dS/m: ,0.39 %: Low,-- kg/ha: ,17.92 kg/ha: Low,370.50 kg/ha: High,21.80 ppm: Sufficient,0.56 ppm: Deficient,-- ppm: ,6.91 ppm: Sufficient,1.17 ppm: Deficient,1.02 ppm: Sufficient
PB/2018-19/95562769/2,25-05-2018,1.50  Acre,Irrigated(Tube well),31.774120,74.632430,7.88 : Moderately alkaline,0.33 dS/m: ,0.44 %: Low,-- kg/ha: ,20.79 kg/ha: Low,300.61 kg/ha: Medium,17.73 ppm: Sufficient,0.37 ppm: Deficient,-- ppm: ,3.69 ppm: Deficient,1.14 ppm: Deficient,0.29 ppm: Sufficient
PB/2018-19/95562769/3,25-05-2018,1.50  Acre,Irrigated(Tube well),31.774120,74.632430,7.88 : Moderately alkaline,0.33 dS/m: ,0.44 %: Low,-- kg/ha: ,20.79 kg/ha: Low,300.61 kg/ha: Medium,17.73 ppm: Sufficient,0.37 ppm: Deficient,-- ppm: ,3.69 ppm: Deficient,1.14 ppm: Deficient,0.29 ppm: Sufficient
PB/2018-19/95562769/1,25-05-2018,1.50  Acre,Irrigated(Tube well),31.774120,74.632430,7.88 : Moderately alkaline,0.33 dS/m: ,0.44 %: Low,-- kg/ha: ,20.79 kg/ha: Low,300.61 kg/ha: Medium,17.73 ppm: Sufficient,0.37 ppm: Deficient,-- ppm: ,3.69 ppm: Deficient,1.14 ppm: Deficient,0.29 ppm: Sufficient
PB/2018-19/95562790/1,25-05-2018,5.00  Acre,Irrigated(Tube well),31.781740,74.625780,8.01 : Moderately alkaline,0.33 dS/m: ,0.36 %: Low,-- kg/ha: ,21.13 kg/ha: Low,401.18 kg/ha: High,19.13 ppm: Sufficient,0.50 ppm: Deficient,-- ppm: ,5.93 ppm: Sufficient,1.67 ppm: Deficient,1.00 ppm: Sufficient
PB/2018-19/95562804/2,25-05-2018,1.50  Acre,Irrigated(Tube well),31.788630,74.634760,7.33 : Moderately alkaline,0.25 dS/m: ,0.39 %: Low,-- kg/ha: ,16.71 kg/ha: Low,262.75 kg/ha: Medium,18.82 ppm: Sufficient,0.51 ppm: Deficient,-- ppm: ,6.11 ppm: Sufficient,1.53 ppm: Deficient,0.95 ppm: Sufficient
PB/2018-19/95562804/1,25-05-2018,1.50  Acre,Irrigated(Tube well),31.788630,74.634760,7.33 : Moderately alkaline,0.25 dS/m: ,0.39 %: Low,-- kg/ha: ,16.71 kg/ha: Low,262.75 kg/ha: Medium,18.82 ppm: Sufficient,0.51 ppm: Deficient,-- ppm: ,6.11 ppm: Sufficient,1.53 ppm: Deficient,0.95 ppm: Sufficient
PB/2018-19/95562819/2,25-05-2018,2.00  Acre,Irrigated(Tube well),31.786820,74.634830,7.63 : Moderately alkaline,0.12 dS/m: ,0.36 %: Low,-- kg/ha: ,15.93 kg/ha: Low,263.20 kg/ha: Medium,17.45 ppm: Sufficient,0.55 ppm: Deficient,-- ppm: ,6.48 ppm: Sufficient,1.37 ppm: Deficient,1.01 ppm: Sufficient
PB/2018-19/95562819/3,25-05-2018,2.00  Acre,Irrigated(Tube well),31.786820,74.634830,7.63 : Moderately alkaline,0.12 dS/m: ,0.36 %: Low,-- kg/ha: ,15.93 kg/ha: Low,263.20 kg/ha: Medium,17.45 ppm: Sufficient,0.55 ppm: Deficient,-- ppm: ,6.48 ppm: Sufficient,1.37 ppm: Deficient,1.01 ppm: Sufficient
PB/2018-19/95562819/1,25-05-2018,2.00  Acre,Irrigated(Tube well),31.786820,74.634830,7.63 : Moderately alkaline,0.12 dS/m: ,0.36 %: Low,-- kg/ha: ,15.93 kg/ha: Low,263.20 kg/ha: Medium,17.45 ppm: Sufficient,0.55 ppm: Deficient,-- ppm: ,6.48 ppm: Sufficient,1.37 ppm: Deficient,1.01 ppm: Sufficient
PB/2017-18/102040870/1,07-06-2017,5.00  Acre,Irrigated(Tube well),31.669610,74.574468,7.21 : Moderately alkaline,0.47 dS/m: Normal,0.38 %: Low,-- kg/ha: ,12.76 kg/ha: Low,234.51 kg/ha: Medium,58.70 ppm: Sufficient,2.00 ppm: Sufficient,-- ppm: ,11.15 ppm: Sufficient,2.54 ppm: Sufficient,4.06 ppm: Sufficient
PB/2017-18/102041405/1,07-06-2017,5.00  Acre,Irrigated(Tube well),31.670260,74.574130,7.44 : Moderately alkaline,0.47 dS/m: Normal,0.34 %: Low,-- kg/ha: ,14.00 kg/ha: Low,305.22 kg/ha: Medium,84.18 ppm: Sufficient,2.92 ppm: Sufficient,-- ppm: ,10.77 ppm: Sufficient,4.00 ppm: Sufficient,6.04 ppm: Sufficient
PB/2017-18/102043525/2,07-06-2017,2.00  Acre,Irrigated(Tube well),31.670810,74.572688,7.11 : Moderately alkaline,0.47 dS/m: Normal,0.38 %: Low,-- kg/ha: ,12.82 kg/ha: Low,250.81 kg/ha: Medium,65.09 ppm: Sufficient,2.60 ppm: Sufficient,-- ppm: ,11.88 ppm: Sufficient,3.46 ppm: Sufficient,4.61 ppm: Sufficient
PB/2017-18/102043525/1,07-06-2017,3.00  Acre,Irrigated(Tube well),31.670810,74.572688,7.11 : Moderately alkaline,0.47 dS/m: Normal,0.38 %: Low,-- kg/ha: ,12.82 kg/ha: Low,250.81 kg/ha: Medium,65.09 ppm: Sufficient,2.60 ppm: Sufficient,-- ppm: ,11.88 ppm: Sufficient,3.46 ppm: Sufficient,4.61 ppm: Sufficient
PB/2017-18/102044024/2,07-06-2017,3.00  Acre,Irrigated(Tube well),31.669791,74.572543,7.91 : Moderately alkaline,0.30 dS/m: Normal,0.32 %: Low,-- kg/ha: ,11.83 kg/ha: Low,217.26 kg/ha: Medium,55.68 ppm: Sufficient,2.38 ppm: Sufficient,-- ppm: ,10.42 ppm: Sufficient,2.51 ppm: Sufficient,3.82 ppm: Sufficient
PB/2017-18/102044024/1,07-06-2017,2.00  Acre,Irrigated(Tube well),31.669791,74.572543,7.91 : Moderately alkaline,0.30 dS/m: Normal,0.32 %: Low,-- kg/ha: ,11.83 kg/ha: Low,217.26 kg/ha: Medium,55.68 ppm: Sufficient,2.38 ppm: Sufficient,-- ppm: ,10.42 ppm: Sufficient,2.51 ppm: Sufficient,3.82 ppm: Sufficient
PB/2017-18/102044519/1,07-06-2017,5.00  Acre,Irrigated(Tube well),31.668741,74.575897,7.01 : ,0.20 dS/m: Normal,0.43 %: Low,-- kg/ha: ,12.09 kg/ha: Low,199.32 kg/ha: Medium,56.29 ppm: Sufficient,4.06 ppm: Sufficient,-- ppm: ,15.31 ppm: Sufficient,3.09 ppm: Sufficient,4.61 ppm: Sufficient
PB/2017-18/102044996/2,07-06-2017,3.00  Acre,Irrigated(Tube well),31.667651,74.576659,8.66 : Strongly Alkaline,0.81 dS/m: Normal,0.39 %: Low,-- kg/ha: ,11.52 kg/ha: Low,184.73 kg/ha: Medium,44.62 ppm: Sufficient,1.56 ppm: Sufficient,-- ppm: ,10.95 ppm: Sufficient,2.12 ppm: Sufficient,3.52 ppm: Sufficient
PB/2017-18/102044996/1,07-06-2017,2.00  Acre,Irrigated(Tube well),31.667651,74.576659,8.66 : Strongly Alkaline,0.81 dS/m: Normal,0.39 %: Low,-- kg/ha: ,11.52 kg/ha: Low,184.73 kg/ha: Medium,44.62 ppm: Sufficient,1.56 ppm: Sufficient,-- ppm: ,10.95 ppm: Sufficient,2.12 ppm: Sufficient,3.52 ppm: Sufficient
PB/2017-18/102047093/2,07-06-2017,1.00  Acre,Irrigated(Tube well),31.667107,74.578429,8.36 : Moderately alkaline,0.87 dS/m: Normal,0.40 %: Low,-- kg/ha: ,13.41 kg/ha: Low,225.78 kg/ha: Medium,58.72 ppm: Sufficient,2.46 ppm: Sufficient,-- ppm: ,12.98 ppm: Sufficient,2.78 ppm: Sufficient,4.34 ppm: Sufficient
PB/2017-18/102047093/3,07-06-2017,1.00  Acre,Irrigated(Tube well),31.667107,74.578429,8.36 : Moderately alkaline,0.87 dS/m: Normal,0.40 %: Low,-- kg/ha: ,13.41 kg/ha: Low,225.78 kg/ha: Medium,58.72 ppm: Sufficient,2.46 ppm: Sufficient,-- ppm: ,12.98 ppm: Sufficient,2.78 ppm: Sufficient,4.34 ppm: Sufficient
PB/2017-18/102047093/1,07-06-2017,3.00  Acre,Irrigated(Tube well),31.667107,74.578429,8.36 : Moderately alkaline,0.87 dS/m: Normal,0.40 %: Low,-- kg/ha: ,13.41 kg/ha: Low,225.78 kg/ha: Medium,58.72 ppm: Sufficient,2.46 ppm: Sufficient,-- ppm: ,12.98 ppm: Sufficient,2.78 ppm: Sufficient,4.34 ppm: Sufficient
PB/2017-18/102047776/2,07-06-2017,2.00  Acre,Irrigated(Tube well),31.666812,74.580915,8.44 : Moderately alkaline,0.88 dS/m: Normal,0.30 %: Low,-- kg/ha: ,12.48 kg/ha: Low,209.54 kg/ha: Medium,56.89 ppm: Sufficient,2.33 ppm: Sufficient,-- ppm: ,14.11 ppm: Sufficient,2.26 ppm: Sufficient,4.05 ppm: Sufficient
PB/2017-18/102047776/1,07-06-2017,3.00  Acre,Irrigated(Tube well),31.666812,74.580915,8.44 : Moderately alkaline,0.88 dS/m: Normal,0.30 %: Low,-- kg/ha: ,12.48 kg/ha: Low,209.54 kg/ha: Medium,56.89 ppm: Sufficient,2.33 ppm: Sufficient,-- ppm: ,14.11 ppm: Sufficient,2.26 ppm: Sufficient,4.05 ppm: Sufficient
PB/2017-18/102048257/2,07-06-2017,3.00  Acre,Irrigated(Tube well),31.665506,74.580176,7.84 : Moderately alkaline,0.83 dS/m: Normal,0.35 %: Low,-- kg/ha: ,9.18 kg/ha: Very Low,188.55 kg/ha: Medium,48.88 ppm: Sufficient,1.98 ppm: Sufficient,-- ppm: ,10.20 ppm: Sufficient,1.77 ppm: Deficient,3.45 ppm: Sufficient
PB/2017-18/102048257/1,07-06-2017,2.00  Acre,Irrigated(Tube well),31.665506,74.580176,7.84 : Moderately alkaline,0.83 dS/m: Normal,0.35 %: Low,-- kg/ha: ,9.18 kg/ha: Very Low,188.55 kg/ha: Medium,48.88 ppm: Sufficient,1.98 ppm: Sufficient,-- ppm: ,10.20 ppm: Sufficient,1.77 ppm: Deficient,3.45 ppm: Sufficient
PB/2017-18/102048679/2,07-06-2017,1.00  Acre,Irrigated(Tube well),31.665587,74.580974,8.30 : Moderately alkaline,0.20 dS/m: Normal,0.38 %: Low,-- kg/ha: ,12.23 kg/ha: Low,250.79 kg/ha: Medium,67.11 ppm: Sufficient,2.19 ppm: Sufficient,-- ppm: ,10.56 ppm: Sufficient,3.11 ppm: Sufficient,4.94 ppm: Sufficient
PB/2017-18/102048679/3,07-06-2017,1.00  Acre,Irrigated(Tube well),31.665587,74.580974,8.30 : Moderately alkaline,0.20 dS/m: Normal,0.38 %: Low,-- kg/ha: ,12.23 kg/ha: Low,250.79 kg/ha: Medium,67.11 ppm: Sufficient,2.19 ppm: Sufficient,-- ppm: ,10.56 ppm: Sufficient,3.11 ppm: Sufficient,4.94 ppm: Sufficient
