Season,Sector,Category,Crop,QueryType,Query,Answer,State,District,Block,DateTime
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,how to control thirips in bajra?,spray of melathion @ 200 ml/200 liter water/acre,HARYANA,HISSAR,BARWALA,2015-08-31 12:42:40.447
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,information regarding fungal disease in guwar ?,Spray 30 gm. streptocyclin + 200 gm coper oxiclorid in 200 lt. of water per acre.,HARYANA,HISSAR,HISAR-I,2015-08-31 14:00:31.503
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,information regarding to weather  in hisar ?,Some clouds no chance of rain fall today.,HARYANA,HISSAR,ADAMPUR,2015-08-31 14:16:50.600
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,information regarding improved  grouth fruit  in  cotton ?,"information regarding improved  grouth fruit  in  cotton .spray 250 ml biobeeta or greenbita in 100 liter water / ecd ,",HARYANA,HISSAR,HISAR-II,2015-08-31 18:48:52.293
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,information regarding ho to control becterial blight/willt/root rot(fungal disease) in cotton crop ?,Spray coc @ 600- 800 gm + streptocycline @ 6-8 gm in 200 litre of water/acre.,HARYANA,HISSAR,NARNAUND,2016-08-02 11:45:49.460
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,how to control flower dropping in cotton ?,How to control flower dropping in cotton ? spray of N:P:K (13:00:45) @2 kg in 200 liter water .,HARYANA,HISSAR,ADAMPUR,2016-08-02 17:34:33.350
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,"information regarding how to control leaf curl/white fly/aphid,mosaic virus in cotton crop ?",spray oberon @ 200 ml + pride powder @ 100 gm + 500 ml nimbiisidin dissolved in 200 litre of water/acre.,HARYANA,HISSAR,HANSI-I,2016-08-03 09:39:42.227
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,information regarding control of thrips and aphids in cotton ?,spray of trizophas @ 600 ml in 200 litre of water/acre.,HARYANA,HISSAR,BARWALA,2016-08-03 14:14:03.270
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,"how to control white fly,trips in cotton??",Spray-Oberon@ 200 ml+50 gram actara+500 ml nimisidin in 200 liter water per acre.,HARYANA,HISSAR,ADAMPUR,2016-08-05 06:58:40.300
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,how to control of leaf cuarl in cotten crop ?,control of leaf cuarl in cotten crop ? sapray of  500 ml @ trizofos + 500 ml @ nimbisidin in 200 liter water / acre .,HARYANA,HISSAR,BARWALA,2016-08-08 06:12:02.733
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,how to control of leaf cuarl in  cotten crop ?,control of leaf cuarl in  cotten crop ? sapray of 500 ml @ trizofos in + 500 ml @ nimbisidin in 200 liter water / acre .,HARYANA,HISSAR,HANSI-I,2016-08-08 08:38:04.540
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,how to control caterpillar in cotton ?,How to control Caterpillar in cotton ? spray 500 ml quinolphos  mixed in 200 liter water / ecd  .,HARYANA,HISSAR,HANSI-I,2016-08-09 13:03:10.947
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,information regarding control of caterpiller in cotton ?,spray of tracer @ 80 ml in 150 litre of water/acre.,HARYANA,HISSAR,NARNAUND,2016-08-09 18:27:59.673
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,how to control sundi  in cotton crop ?,how to control sundi  in cotton crop ?speray 500 ml qwenolphos or  monocrtophos  mixed inn 200 liter water / ecd .,HARYANA,HISSAR,ADAMPUR,2016-08-11 09:26:35.467
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,how to improved   flower and fruit  in  cotton cpro  ?,How to improved   flower and fruit  in  cotton cpro  ?  spray 300 ml biobeeta mixed in 100 liter water / ecd .,HARYANA,HISSAR,ADAMPUR,2016-08-11 10:47:35.953
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,information regarding how to control sundi in cotton crop ?,information regarding how to control sundi in cotton crop ?spray 500 ml qwenolphos  mixed in 200 liter water / ecd,HARYANA,HISSAR,AGROHA,2016-08-11 13:33:00.523
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,information regarding disease control in arhar ?,DISEASE CONTROL IN ARHAR --SPRAY 2 GM BAVASTIN OR 2 GM SULFEX OR 1 GM KARATHEN IN 1 LITER WATER .,HARYANA,HISSAR,UKLANA,2016-08-12 06:46:04.047
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,how to control of insect in cooten crop ?,control of insect in cooten crop  -  sapray of 500 ml quinalfos in 200 liter water / acre .,HARYANA,HISSAR,ADAMPUR,2016-08-13 06:59:13.903
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,how to control of insect in cotten crop ?,control of insect in cotten crop ? sapray of 75 gram  espainosed in 150 liter water / acre,HARYANA,HISSAR,AGROHA,2016-08-13 12:56:00.320
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,sundi control in arhar ?,SPRAY 500 ML QUINALPHOS 25 EC OR 250 ML MONOCROTOPHOS36 SL IN 250 LITER WATER.,HARYANA,HISSAR,ADAMPUR,2016-08-13 13:28:57.283
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,information regarding how to control white fly/thrips/american caterpiler in coton crop ?,spray tryzophos @ 500-600 ml in 200 litre of water/acre,HARYANA,HISSAR,HISAR-I,2016-08-13 14:15:08.120
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,varieties of carrot ?,"varieties of carrot ?pusa kesar , hisar gairik , nantis .",HARYANA,HISSAR,ADAMPUR,2016-08-13 18:45:03.103
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,how to control leaf carl in cotton crops?,spray500 ml trijophos +500ml nimbisidin in 200 lit in water / acre,HARYANA,HISSAR,BARWALA,2016-08-13 20:00:32.780
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,information regarding how to control white fly/thrips  in cotton crop ?,control white fly/thrips  in cotton crop-spray of oburan @ 200 ml  @ 500-600 ml + nimbisidin @ 300 ml + pride @ 100 gm mixed in 200 litre of water/acre.,HARYANA,HISSAR,HANSI-II,2016-08-14 13:35:38.560
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,information regading about caterpiler in cotton ?,sprey quinalphos @800 ml in 150 litter of water,HARYANA,HISSAR,AGROHA,2016-08-19 10:34:23.460
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,information regarding control of malformation in cotton  ?,spray 2.5kg Urea + 500 gm Zinc in 100 Ltr of water /acre .,HARYANA,HISSAR,HANSI-I,2016-08-19 10:43:16.873
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,information regrading control of thrips in cotton ?,spray or buffrofenzin @ 400 ml in 200 litre of water/acre.,HARYANA,HISSAR,ADAMPUR,2016-08-20 10:26:44.463
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,information regarding how to control white fly/thrips/sundi/american caterpiler  in coton crop ?,spray tryzophos @ 500-600 ml in 200 litre of water/acre,HARYANA,HISSAR,ADAMPUR,2016-08-20 19:08:37.113
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,sundi control in cotton  ?,SUNDI CONTROL IN COTTON  ?SPRAY 500 ML QUINALPHOS 25 EC OR 250 ML MONOCROTOPHOS36 SL IN 250 LITER WATER.,HARYANA,HISSAR,ADAMPUR,2016-08-21 21:31:30.540
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,how to improved growth in cotten ?,how to improved growth in cotten ?spray 250 ml biobeeta in 100 litre water / ecd .,HARYANA,HISSAR,UKLANA,2016-08-22 17:10:08.057
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,sundi control in cotton ?,SPRAY 500 ML QUINALPHOS 25 EC OR 250 ML MONOCROTOPHOS36 SL IN 250 LITER WATER.,HARYANA,HISSAR,UKLANA,2016-08-23 12:22:09.807
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,"how to control sundi ,thrips in cotton ?","How to control sundi ,thrips in cotton? speray 500 ml qwenolphos  or 75 ml tresar  mixed in 150 liter water / ecd .",HARYANA,HISSAR,HISAR-I,2016-08-23 17:56:50.643
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,how to control american catterpiller in cotton crop ?,spray quinalphos @ 800 ml in 200 litre of water/acre.,HARYANA,HISSAR,AGROHA,2016-08-27 13:06:36.367
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,how to control american catterpiller sundi in cotton crop ?,spray quinalphos @ 800 ml in 200 litre of water/acre.,HARYANA,HISSAR,NARNAUND,2016-08-28 18:08:12.680
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,information regarding how to control white fly/thrips/leaf catterpiller grubsin coton crop ?,spray tryzophos @ 500-600 ml +Nimbisidin @ 300 ml mixed in 250 litre of water/acre,HARYANA,SIRSA,DABWALI,2015-08-01 09:04:50.230
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,how to control white fly in cotton ?,spray alika @ 100 ml in 200 liter of water /acre.,HARYANA,SIRSA,DABWALI,2015-08-01 09:14:40.343
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,how to control of malformation in cotton ?,Spray of zinc 500 gm + 2.5 kg urea in 100  liter water per acre .,HARYANA,SIRSA,NATHUSARI CHOPTA,2015-08-01 11:53:09.470
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,information regarding weather in sirsa  ?,Information regarding weather in sirsa  ? Some clouds  chance of rainfall today .,HARYANA,SIRSA,RANIA,2015-08-01 17:08:35.363
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,how to control leaf curl of cotton ?,"spray of coc 600g,200lit. of water per acre.",HARYANA,SIRSA,ELLENABAD,2015-08-03 07:04:40.423
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,information regarding to weather  in   sirsa?,"weather  in   sirsa?   Mostly weather cloudy ,some chance of rainfall today .",HARYANA,SIRSA,DABWALI,2015-08-03 07:51:00.030
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,??????@200ml +???????????? @300ml +????? ?????? @1??????? ?? 2?? ???? ???? ??? ?????? ????? ??? ?? ????? ?? ?????? ????|,Information regarding how to control white fly in cotton crops?control:-spray-Oberon@200ml+Nimbecidin@300ml+Aceta pride@100 gram in 200 liter water per acre.??????@200ml +???????????? @300ml +????? ?????? @1??????? ?? 2?? ???? ???? ??? ?????? ????? ??? ?? ????? ?? ?????? ????|,HARYANA,SIRSA,SIRSA,2015-08-03 08:19:12.193
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,how to control white /yellow leaf of paddy ?,"how to control white /yellow, red, leaf of paddy ?answer:-spray 2 -3 gm megneese  salphate  in 1 lit  water .",HARYANA,SIRSA,DABWALI,2015-08-03 12:30:30.210
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,how to control whitefly & aphid in cotton?,Spray-200 ml obron+50 gram acaktara 200 liter water par acre.,HARYANA,SIRSA,NATHUSARI CHOPTA,2015-08-03 13:19:26.060
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,information regarding how to control white fly/sundi in cotton crop,Information regarding how to control white fly/sundi in cotton crop ?spray quinalphos @ 600 ml +nimbicidine @ 500 ml in 200 litre of water/acre.,HARYANA,SIRSA,DABWALI,2015-08-03 15:45:43.853
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,information regarding how to control white fly/sundi in cotton crop ?,Information regarding how to control white fly/sundi in cotton crop ?spray quinalphos @ 600 ml +nimbicidine @ 500 ml in 200 litre of water/acre.,HARYANA,SIRSA,DABWALI,2015-08-03 17:41:11.900
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,how to control stem borer in paddy ?,how to control stem borer in paddy ?broadcast in 7.5 kg cartap(padan) / acre .,HARYANA,SIRSA,BARAGUDHA,2015-08-03 19:03:25.727
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,information regarding to weather in ?,how to control white thrips in cotton crops?spray500 ml trijophos +1 litre  nimbisidin in 200 lit in water / acre,HARYANA,SIRSA,ELLENABAD,2015-08-04 14:09:23.390
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,information regarding how to control white flyin cotton crop ?,how to control white thrips in cotton crops?spray500 ml trijophos +1 litre  nimbisidin in 200 lit in water / acre,HARYANA,SIRSA,SIRSA,2015-08-04 14:25:55.287
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,how to control white fly  in cotton crops?,spray400 ml rogor  +1000ml nimbisidin in 200 lit in water / acre,HARYANA,SIRSA,SIRSA,2015-08-04 15:03:05.777
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,how to control white fly  in cotton crops?,spray 100 ml alika @ +1 LITER  nimbisidin in 200 lit in water / acre,HARYANA,SIRSA,DABWALI,2015-08-04 17:31:34.383
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,how to control wheat fly in cotton crops?,spray 350 ml Rogor + 1 litre Nimicedien in 200 litre water/acre.,HARYANA,SIRSA,DABWALI,2015-08-04 17:59:59.287
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,information regarding improved  grouth  in  paddy.,improved grouth in paddy ? answer:-spray_2.5 kg urea + 500 gm zink in 100 litre water / acre.,HARYANA,SIRSA,SIRSA,2015-08-04 18:01:37.663
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,how to control in sundi cotton,Spray 500 ml. Quinalphos in 200 lt. of water per acre.,HARYANA,SIRSA,NATHUSARI CHOPTA,2015-08-05 12:14:28.810
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,information regarding ho to control root rot in cotton crop ?,"SPRAY C.O.C @ 800 GM ,STREPTOCYCLINE @ 8 GM IN 200 LITRE OF WATER/ACRE.",HARYANA,SIRSA,SIRSA,2015-08-05 14:58:13.420
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,information regarding to weather in sirsa ?,Some clouds chance of rain fall today.,HARYANA,SIRSA,RANIA,2015-08-05 15:20:35.950
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,how to control tinda dropping of cotton ?,"SPRAY OF BIOVEETA 600ML,120 LIT. OF WATER PER ACRE.",HARYANA,SIRSA,SIRSA,2015-08-05 15:29:45.760
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,information regarding how to control white fly and thrips in cotton crops?,spray-Oburon@200ml +nimbisidien @300ml+pried @100gram in 200 liter water per are:-,HARYANA,SIRSA,NATHUSARI CHOPTA,2015-08-05 17:23:05.863
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,"the control of bacterial blight  disease in cotton(narma) crop,","THE CONTROL OF BACTERIAL BLIGHT  DISEASE IN COTTON(NARMA) CROP,PLS SPRAY 500GM KOCIDE(COPPER HYDROXICHLORIDE)+2PCS STREPTOCYCLENE IN 150LITRE WATER/ACRE.",HARYANA,SIRSA,NATHUSARI CHOPTA,2015-08-08 18:09:35.533
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,weather of sirsa ?,weather of sirsa are :- some cloud and chance of rainfall today .,HARYANA,SIRSA,BARAGUDHA,2015-08-08 19:51:49.403
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,how to control funjal disease in cotton crop ?,HOW TO CONTROL FUNJAL DISEASE IN COTTON CROP ? SPRAY OF CARVENDAJIM (BABASTIN)500 GM IN 200 LITER WATER/ACRE .,HARYANA,SIRSA,RANIA,2015-08-09 09:49:21.833
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,how to control thirips in cotton ?,how to control thirips in COTTON ?spray500 ml trijophos +1 LITRE nimbisidin in 200 lit in water / acre,HARYANA,SIRSA,SIRSA,2015-08-09 10:08:41.740
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,information regarding ho to control white fly in cotton crop ?,"spray oburn @ 200 ml +pride-100 gm,nimbisidin @ 1 litre mixed in 200 litre of water/acre.",HARYANA,SIRSA,SIRSA,2015-08-09 15:01:19.207
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,information regarding to weather  in  sirsa  ?,Some clouds  chance of rain fall today .,HARYANA,SIRSA,DABWALI,2015-08-10 06:53:40.793
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,how to control of flower & leaf droping in cotton ?,Spray of poteesiuam nitreat 2 kg in 200 liter water per acre .,HARYANA,SIRSA,DABWALI,2015-08-10 12:08:37.183
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,information regarding how to control white fly in cotton crops?,spray of 500 ml tryzophos or 100 ml cypermetherin or 800 ml monocrotophos mixed in 200 lit in water / acre,HARYANA,SIRSA,SIRSA,2015-08-10 13:01:57.933
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,information regarding control of white fly in cooton ?,spray of ethion @ 800 ml in 200 litre of water/acre.,HARYANA,SIRSA,DABWALI,2015-08-10 15:04:10.850
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,how to control thrips in cotton crops?c,"how to control thrips in cotton crops?control are:-spray-daimethoeat(rogor)30ec @250-300ml or oxideemeton(metasistox)25ec @400ml  or eemidakloroprid(konfidor)@100 ml or thyaameethoxaam(ektara)@50gram in 120-150 leetr water per acer,",HARYANA,SIRSA,DABWALI,2015-08-10 21:23:57.873
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,information regarding improved  grouth  in cotton crops ?,information regarding improved  grouth  in cotton crops ? answer:-spray_ 2KG  N P K 13 0 45  in 200 litre water / acre.,HARYANA,SIRSA,NATHUSARI CHOPTA,2015-08-11 09:55:10.297
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,how to control sundi in cottan ?,spray 900 gm karberil in 200 lt. of water per acre.,HARYANA,SIRSA,SIRSA,2015-08-12 07:53:21.007
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,how to control on white fly in cotton ?,Spray od ethiyan 400 ml + 1 liter nimbicidin in 200 liter water per acre .,HARYANA,SIRSA,SIRSA,2015-08-12 13:11:30.183
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,how to control of white fly  in cotton crops?,spray of 800 ml in 200 lit water /acre.,HARYANA,SIRSA,DABWALI,2015-08-12 16:55:23.937
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,"how to control thrips in cotton crops?control are:-spray-daimethoeat(rogor)30ec @250-300ml or oxideemeton(metasistox)25ec @400ml  or eemidakloroprid(konfidor)@100 ml or thyaameethoxaam(ektara)@50gram in 120-150 leetr water per acer,","how to control thrips in cotton crops?control are:-spray-daimethoeat(rogor)30ec @250-300ml or oxideemeton(metasistox)25ec @400ml  or eemidakloroprid(konfidor)@100 ml or thyaameethoxaam(ektara)@50gram in 120-150 leetr water per acer,",HARYANA,SIRSA,BARAGUDHA,2015-08-13 11:45:13.967
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,information regarding to weather  in  sirsa ?,weather  in  SIRSA ?    Some clouds  chance of rain fall today .,HARYANA,SIRSA,RANIA,2015-08-13 14:09:33.483
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,weather of fatehabad ?,weather of fatehabad are :- some cloud and chance of rainfall today .,HARYANA,SIRSA,BARAGUDHA,2015-08-14 16:28:08.877
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,how to control thrips in cotton crops,"how to control thrips in cotton crops?control are:-spray-dimethoatE(rogor)30ec @250-300ml or oxidemeton(metasystox)25ec @400ml  or imidacloroprid(Confidor) 200SL@100 ml or thiamethoxaam(ektara)25WP@50gram in 120-150 liter. water per acer,",HARYANA,SIRSA,DABWALI,2015-08-15 11:51:31.543
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,information regarding to weather in sirsa?,Some clouds chance of rain fall today.,HARYANA,SIRSA,DABWALI,2015-08-16 10:21:33.873
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,how to  improved growth in cotton?,Spray of NPK @1 Kg (19:19:19:)  in 100 Lt water /acre.,HARYANA,SIRSA,ELLENABAD,2015-08-16 16:51:07.140
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,information regarding improved  grouth  in cotten ?.,improved grouth in cotten ? answer:-spray_2.5 kg urea + 500 gm zink in 100 litre water / acre.,HARYANA,SIRSA,SIRSA,2015-08-16 20:26:37.463
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,information regarding seed treatment of cotton?,Information regarding seed treatment of cotton?seed treatment-5gram amisan+1gram straptocyclien+1gram saxcin acid of 10 leetr water soliution in 5-6kg hairly seed into 6-8 hour and 6-8kg non hairley seeds into 2 hour an 20-30 minute after sowing,HARYANA,SIRSA,SIRSA,2015-08-18 16:30:14.560
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,information regarding improved  grouth fruit  in  cotton .,"information regarding improved  grouth fruit  in  cotton .spray 250 ml biobeeta or greenbita in 100 liter water / ecd ,",HARYANA,SIRSA,RANIA,2015-08-19 07:56:40.867
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,information regarding how to control white fly/sundi in,cotton crop ?spray quinalphos @ 600 ml +nimbicidine @ 500 ml in 200 litre of water/acre.,HARYANA,SIRSA,BARAGUDHA,2015-08-19 14:47:32.227
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,information regarding to insect problem in cotton crop ?,Spray 200 ml oberon +100gm aceta pride +500 ml neemicidin in 200 litre water per acre,HARYANA,SIRSA,DABWALI,2015-08-20 17:36:45.337
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,information regarding how to control flower/fruit drop in coton crop ?,spray of planofix (N.A.A) @ 50 ml or potasium nitrate @ 2 kg mixed in 200 litre of water/acre.,HARYANA,SIRSA,DABWALI,2015-08-20 18:40:26.683
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,information regarding how to control bacterial leaf blight in gwar?,Information regarding how to control Bacterial Leaf Blight in gwar?Spray 12 gm. streptocyclin + 200 ml. Hexaconazole in 200 lt. of water per acre.,HARYANA,SIRSA,ODHAN,2015-08-21 07:44:16.720
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,information regarding imroved growth in cotton?,information regarding imroved growth in cotton?spray:-400 ml byuprofenzin +1 litre nimbisidin in 200 litre water /ecd,HARYANA,SIRSA,SIRSA,2015-08-21 09:55:42.330
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,information regarding how to control fangle disease in guar crop?,information regarding how to control fangle disease in guar crop?control fangle disease in guar :-spray 30gm streptocyclin+200 gm C.O C.in 200 lit water / acre.,HARYANA,SIRSA,ELLENABAD,2015-08-22 07:12:52.100
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,information regarding how to control white fly/thrips/sundi in cotton crop ?,spray of oberan @ 200 ml +nimbisidin @ 500 ml +pride @ 100 gm mixed in 2000 litre of water/acre.,HARYANA,SIRSA,DABWALI,2015-08-22 10:22:53.753
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,e.how to control wheat fly in cotton crops  ?,spray 350 ml Rogor + 1 litre Nimicedien in 200 litre water/acr,HARYANA,SIRSA,SIRSA,2015-08-22 13:38:32.553
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,informatiom regarding how to control fungal attack in cotton ?,spray of 300 ml rogor +300 gram saaf M -45 in 200 liter water,HARYANA,SIRSA,RANIA,2015-08-22 14:16:58.773
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,information regarding control of morpanja in cotton ?,spray of 500 gm zink & 2.5 kg urea in 200 litre of water/acre.,HARYANA,SIRSA,BARAGUDHA,2015-08-22 14:55:03.980
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,information regarding control of morpanja in cotton ?.,spray of 500 gm zink & 2.5 kg urea in 200 litre of water/acre,HARYANA,SIRSA,NATHUSARI CHOPTA,2015-08-22 16:22:55.977
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,information regarding for control of jassids and thrips in cotton ?,spray of oberon @ 200 ml + nimbicidine @ 500 ml in 150 litre of water/acre,HARYANA,SIRSA,NATHUSARI CHOPTA,2015-08-23 08:17:45.420
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,information regarding how to control white fly in cotton crop ?spray500 ml trijophos +1 liter  nimbisidin in 200 lit in water / acre,Information regarding how to control white fly in cotton crop ?spray500 ml trijophos +1 liter  nimbisidin in 200 lit in water / acre,HARYANA,SIRSA,NATHUSARI CHOPTA,2015-08-23 08:29:45.890
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,information regarding to weather  in sirsa ?,Some clouds chance of rain fall today.,HARYANA,SIRSA,ODHAN,2015-08-23 15:01:52.767
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,how to control  white fly in cotton crops?,how to control  White fly in cotton crops?spray300 ml rogor +500ml nimbisidin in 200 lit in water / acre,HARYANA,SIRSA,NATHUSARI CHOPTA,2015-08-23 16:17:26.173
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,information regarding ho to control becterial blight/willt/root rot in cotton crop ?spray coc @ 600- 800 gm + streptocycline @ 6-8 gm in 200 litre of water/acre.,Spray coc @ 600- 800 gm + streptocycline @ 6-8 gm in 200 litre of water/acre.,HARYANA,SIRSA,DABWALI,2015-08-23 16:59:52.827
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,how to improved growth in cotton ?,how to improved growth in cotton ? ?spray 250 ml biobeeta in 100 litre water / ecd .,HARYANA,SIRSA,BARAGUDHA,2015-08-23 18:28:17.013
